year,seed_code,la_code,la_name,school_name,school_type,stage,measure,value,chart_label
2010/11,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,All Stages,Attendance,91.8%,
2010/11,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,All Stages,Authorised Absence,7%,
2010/11,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,All Stages,Unauthorised Absence,1.1%,
2010/11,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,All Stages,Attendance,90.7%,
2010/11,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,All Stages,Authorised Absence,7.5%,
2010/11,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,All Stages,Unauthorised Absence,1.6%,
2010/11,8109931,130,Argyll & Bute,Islay High School,Secondary,All Stages,Attendance,90.1%,
2010/11,8109931,130,Argyll & Bute,Islay High School,Secondary,All Stages,Authorised Absence,4.3%,
2010/11,8109931,130,Argyll & Bute,Islay High School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8109931,130,Argyll & Bute,Islay High School,Secondary,All Stages,Unauthorised Absence,5.6%,
2010/11,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,All Stages,Attendance,93.5%,
2010/11,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,All Stages,Authorised Absence,5.8%,
2010/11,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,All Stages,Unauthorised Absence,0.6%,
2010/11,8110131,130,Argyll & Bute,Tiree High School,Secondary,All Stages,Attendance,92.6%,
2010/11,8110131,130,Argyll & Bute,Tiree High School,Secondary,All Stages,Authorised Absence,3.3%,
2010/11,8110131,130,Argyll & Bute,Tiree High School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8110131,130,Argyll & Bute,Tiree High School,Secondary,All Stages,Unauthorised Absence,4%,
2010/11,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,All Stages,Attendance,90.4%,
2010/11,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,All Stages,Authorised Absence,6%,
2010/11,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,All Stages,Unauthorised Absence,3.5%,
2010/11,8110336,130,Argyll & Bute,Oban High School,Secondary,All Stages,Attendance,91%,
2010/11,8110336,130,Argyll & Bute,Oban High School,Secondary,All Stages,Authorised Absence,6.6%,
2010/11,8110336,130,Argyll & Bute,Oban High School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8110336,130,Argyll & Bute,Oban High School,Secondary,All Stages,Unauthorised Absence,2.4%,
2010/11,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,All Stages,Attendance,94.4%,
2010/11,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,All Stages,Authorised Absence,4.5%,
2010/11,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,All Stages,Unauthorised Absence,1.1%,
2010/11,8110638,130,Argyll & Bute,Tobermory High School,Secondary,All Stages,Attendance,94.7%,
2010/11,8110638,130,Argyll & Bute,Tobermory High School,Secondary,All Stages,Authorised Absence,5%,
2010/11,8110638,130,Argyll & Bute,Tobermory High School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8110638,130,Argyll & Bute,Tobermory High School,Secondary,All Stages,Unauthorised Absence,0.3%,
2010/11,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,All Stages,Attendance,94.2%,
2010/11,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,All Stages,Authorised Absence,5.4%,
2010/11,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,All Stages,Unauthorised Absence,0.3%,
2010/11,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,All Stages,Attendance,91.9%,
2010/11,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,All Stages,Authorised Absence,6.7%,
2010/11,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,All Stages,Unauthorised Absence,1.3%,
2010/11,8200831,310,North Ayrshire,Arran High School,Secondary,All Stages,Attendance,93.1%,
2010/11,8200831,310,North Ayrshire,Arran High School,Secondary,All Stages,Authorised Absence,4.3%,
2010/11,8200831,310,North Ayrshire,Arran High School,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8200831,310,North Ayrshire,Arran High School,Secondary,All Stages,Unauthorised Absence,2.6%,
2010/11,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,All Stages,Attendance,91.9%,
2010/11,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,All Stages,Authorised Absence,4.4%,
2010/11,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,All Stages,Unauthorised Absence,3.5%,
2010/11,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,All Stages,Attendance,91.5%,
2010/11,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,All Stages,Authorised Absence,4.1%,
2010/11,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,All Stages,Unauthorised Absence,4.3%,
2010/11,8215138,310,North Ayrshire,Irvine Royal Academy,Secondary,All Stages,Attendance,89.9%,
2010/11,8215138,310,North Ayrshire,Irvine Royal Academy,Secondary,All Stages,Authorised Absence,5.5%,
2010/11,8215138,310,North Ayrshire,Irvine Royal Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8215138,310,North Ayrshire,Irvine Royal Academy,Secondary,All Stages,Unauthorised Absence,4.5%,
2010/11,8215634,310,North Ayrshire,Garnock Community Campus,Secondary,All Stages,Attendance,91.7%,
2010/11,8215634,310,North Ayrshire,Garnock Community Campus,Secondary,All Stages,Authorised Absence,3.9%,
2010/11,8215634,310,North Ayrshire,Garnock Community Campus,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8215634,310,North Ayrshire,Garnock Community Campus,Secondary,All Stages,Unauthorised Absence,4.2%,
2010/11,8215839,310,North Ayrshire,Largs Academy,Secondary,All Stages,Attendance,93.3%,
2010/11,8215839,310,North Ayrshire,Largs Academy,Secondary,All Stages,Authorised Absence,3.9%,
2010/11,8215839,310,North Ayrshire,Largs Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8215839,310,North Ayrshire,Largs Academy,Secondary,All Stages,Unauthorised Absence,2.7%,
2010/11,8216134,310,North Ayrshire,Auchenharvie Academy,Secondary,All Stages,Attendance,89.7%,
2010/11,8216134,310,North Ayrshire,Auchenharvie Academy,Secondary,All Stages,Authorised Absence,8.6%,
2010/11,8216134,310,North Ayrshire,Auchenharvie Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8216134,310,North Ayrshire,Auchenharvie Academy,Secondary,All Stages,Unauthorised Absence,1.6%,
2010/11,8217831,310,North Ayrshire,Kilwinning Academy,Secondary,All Stages,Attendance,91.2%,
2010/11,8217831,310,North Ayrshire,Kilwinning Academy,Secondary,All Stages,Authorised Absence,5%,
2010/11,8217831,310,North Ayrshire,Kilwinning Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8217831,310,North Ayrshire,Kilwinning Academy,Secondary,All Stages,Unauthorised Absence,3.4%,
2010/11,8223831,190,East Ayrshire,Loudoun Academy,Secondary,All Stages,Attendance,91.7%,
2010/11,8223831,190,East Ayrshire,Loudoun Academy,Secondary,All Stages,Authorised Absence,5.7%,
2010/11,8223831,190,East Ayrshire,Loudoun Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8223831,190,East Ayrshire,Loudoun Academy,Secondary,All Stages,Unauthorised Absence,2.5%,
2010/11,8224234,190,East Ayrshire,Grange Academy,Secondary,All Stages,Attendance,89.8%,
2010/11,8224234,190,East Ayrshire,Grange Academy,Secondary,All Stages,Authorised Absence,7.3%,
2010/11,8224234,190,East Ayrshire,Grange Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8224234,190,East Ayrshire,Grange Academy,Secondary,All Stages,Unauthorised Absence,2.8%,
2010/11,8224633,190,East Ayrshire,St Joseph's Academy,Secondary,All Stages,Attendance,90.2%,
2010/11,8224633,190,East Ayrshire,St Joseph's Academy,Secondary,All Stages,Authorised Absence,6.4%,
2010/11,8224633,190,East Ayrshire,St Joseph's Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8224633,190,East Ayrshire,St Joseph's Academy,Secondary,All Stages,Unauthorised Absence,3.2%,
2010/11,8235538,370,South Ayrshire,Ayr Academy,Secondary,All Stages,Attendance,87.6%,
2010/11,8235538,370,South Ayrshire,Ayr Academy,Secondary,All Stages,Authorised Absence,5.1%,
2010/11,8235538,370,South Ayrshire,Ayr Academy,Secondary,All Stages,Temporary Exclusions,z,z
2010/11,8235538,370,South Ayrshire,Ayr Academy,Secondary,All Stages,Unauthorised Absence,7.2%,
